ID,Region,Households,Period,MixedIncomeNet_1,TotalCompensationOfEmployees_2,WagesAndSalaries_3,EmployersSocialContributions_4,TotalPropertyIncome_5,TotalPropertyIncome_6,PrimaryIncomeNet_7,PrimaryIncomeNet_8,ImputedSocialContributions_9,TotalSocialBenefits_10,SocialSecurityBenefits_11,SocialAssistanceBenefits_12,PensionBenefits_13,OtherPrivateSocialBenefits_14,UnfundedEmployeeSocialBenefits_15,TotalOtherCurrentTransfers_16,NonLifeInsuranceClaims_17,OtherCurrentTransfersNEC_18,TotalCurrentTaxesOnIncomeAndWealth_19,CurrentTaxesOnIncome_20,CurrentTaxesOnWealth_21,TotalSocialContributions_22,SocialSecurityContributions_23,ContributionsToPensionSchemes_24,OtherPrivateSocialContributions_25,ImputedSocialContributions_26,UnfundedEmplSocialBenefits_27,TotalOtherCurrentTransfers_28,NonLifeInsurancePremiums_29,OtherCurrentTransfersNEC_30,DisposableIncomeNet_31,MixedIncomeNet_32,TotalCompensationOfEmployees_33,WagesAndSalaries_34,EmployersSocialContributions_35,TotalPropertyIncome_36,TotalPropertyIncome_37,PrimaryIncomeNet_38,PrimaryIncomeNet_39,ImputedSocialContributions_40,TotalSocialBenefits_41,SocialSecurityBenefits_42,SocialAssistanceBenefits_43,PensionBenefits_44,OtherPrivateSocialBenefits_45,UnfundedEmployeeSocialBenefits_46,TotalOtherCurrentTransfers_47,NonLifeInsuranceClaims_48,OtherCurrentTransfersNEC_49,TotalCurrentTaxesOnIncomeAndWealth_50,CurrentTaxesOnIncome_51,CurrentTaxesOnWealth_52,TotalSocialContributions_53,SocialSecurityContributions_54,ContributionsToPensionSchemes_55,OtherPrivateSocialContributions_56,ImputedSocialContributions_57,UnfundedEmplSocialBenefits_58,TotalOtherCurrentTransfers_59,NonLifeInsurancePremiums_60,OtherCurrentTransfersNEC_61,DisposableIncomeNet_62,MixedIncomeNet_63,TotalCompensationOfEmployees_64,WagesAndSalaries_65,EmployersSocialContributions_66,TotalPropertyIncome_67,TotalPropertyIncome_68,PrimaryIncomeNet_69,PrimaryIncomeNet_70,ImputedSocialContributions_71,TotalSocialBenefits_72,SocialSecurityBenefits_73,SocialAssistanceBenefits_74,PensionBenefits_75,OtherPrivateSocialBenefits_76,UnfundedEmployeeSocialBenefits_77,TotalOtherCurrentTransfers_78,NonLifeInsuranceClaims_79,OtherCurrentTransfersNEC_80,TotalCurrentTaxesOnIncomeAndWealth_81,CurrentTaxesOnIncome_82,CurrentTaxesOnWealth_83,TotalSocialContributions_84,SocialSecurityContributions_85,ContributionsToPensionSchemes_86,OtherPrivateSocialContributions_87,ImputedSocialContributions_88,UnfundedEmplSocialBenefits_89,TotalOtherCurrentTransfers_90,NonLifeInsurancePremiums_91,OtherCurrentTransfersNEC_92,DisposableIncomeNet_93
1375,Zuid-Holland,"Households, total",1998,7210.0,40094.0,32610.0,7483.0,9672.0,3654.0,53322.0,53322.0,75.0,14633.0,6341.0,2531.0,3597.0,216.0,1946.0,2310.0,1897.0,412.0,6332.0,5293.0,1039.0,21444.0,11774.0,7558.0,210.0,1903.0,75.0,2594.0,1897.0,697.0,39894.0,2140.0,11901.0,9680.0,2221.0,2871.0,1085.0,15828.0,15828.0,22.0,4344.0,1882.0,751.0,1068.0,64.0,578.0,686.0,563.0,122.0,1880.0,1571.0,308.0,6365.0,3495.0,2243.0,62.0,565.0,22.0,770.0,563.0,207.0,11842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,Zuid-Holland,"Households, total",1999,7304.0,42508.0,34578.0,7930.0,9764.0,4268.0,55308.0,55308.0,81.0,15322.0,6521.0,2447.0,3963.0,230.0,2160.0,2575.0,2081.0,494.0,6918.0,5836.0,1083.0,23094.0,13013.0,7786.0,232.0,2063.0,81.0,2788.0,2081.0,706.0,40405.0,2156.0,12546.0,10205.0,2341.0,2882.0,1260.0,16323.0,16323.0,24.0,4522.0,1925.0,722.0,1170.0,68.0,638.0,760.0,614.0,146.0,2042.0,1722.0,319.0,6816.0,3841.0,2298.0,69.0,609.0,24.0,823.0,614.0,209.0,11925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,Zuid-Holland,"Households, total",2000,6997.0,45536.0,36943.0,8593.0,9986.0,4803.0,57715.0,57715.0,67.0,15862.0,6638.0,2453.0,4367.0,238.0,2166.0,2832.0,2241.0,591.0,7199.0,6041.0,1158.0,24298.0,13957.0,8040.0,244.0,2057.0,67.0,3005.0,2241.0,764.0,41908.0,2052.0,13357.0,10836.0,2521.0,2929.0,1409.0,16929.0,16929.0,20.0,4653.0,1947.0,720.0,1281.0,70.0,635.0,831.0,657.0,173.0,2112.0,1772.0,340.0,7127.0,4094.0,2358.0,72.0,604.0,20.0,881.0,657.0,224.0,12292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,Zuid-Holland,"Households, total",2001,7479.0,49359.0,39808.0,9551.0,10620.0,4980.0,62478.0,62478.0,73.0,16682.0,7037.0,2531.0,4570.0,252.0,2293.0,3001.0,2441.0,560.0,7525.0,6528.0,997.0,24353.0,13283.0,8613.0,263.0,2195.0,73.0,3349.0,2441.0,908.0,46934.0,2173.0,14342.0,11567.0,2775.0,3086.0,1447.0,18154.0,18154.0,21.0,4847.0,2045.0,735.0,1328.0,73.0,666.0,872.0,709.0,163.0,2187.0,1897.0,290.0,7076.0,3860.0,2503.0,76.0,638.0,21.0,973.0,709.0,264.0,13638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,Zuid-Holland,"Wages and salaries, total",1995,2018.0,32675.0,27769.0,4906.0,4394.0,2064.0,37022.0,37022.0,1.0,3773.0,1353.0,791.0,143.0,220.0,1266.0,983.0,840.0,143.0,4083.0,3623.0,460.0,15066.0,8313.0,4689.0,378.0,1686.0,1.0,1212.0,840.0,371.0,21417.0,978.0,15843.0,13464.0,2379.0,2131.0,1001.0,17951.0,17951.0,1.0,1830.0,656.0,383.0,69.0,107.0,614.0,477.0,408.0,69.0,1980.0,1757.0,223.0,7305.0,4031.0,2274.0,183.0,818.0,1.0,587.0,408.0,180.0,10385.0,2555.0,41384.0,35171.0,6214.0,5565.0,2615.0,46890.0,46890.0,2.0,4779.0,1714.0,1002.0,181.0,279.0,1604.0,1245.0,1064.0,181.0,5172.0,4589.0,583.0,19082.0,10530.0,5939.0,478.0,2136.0,2.0,1534.0,1064.0,470.0,27126.0
1380,Zuid-Holland,"Wages and salaries, total",1996,2072.0,33389.0,28554.0,4835.0,4492.0,2064.0,37889.0,37889.0,5.0,3989.0,1313.0,779.0,246.0,225.0,1427.0,1044.0,864.0,180.0,3907.0,3375.0,531.0,14914.0,8294.0,4541.0,361.0,1718.0,5.0,1244.0,864.0,380.0,22858.0,994.0,16015.0,13696.0,2319.0,2155.0,990.0,18174.0,18174.0,2.0,1914.0,630.0,374.0,118.0,108.0,684.0,501.0,414.0,86.0,1874.0,1619.0,255.0,7154.0,3978.0,2178.0,173.0,824.0,2.0,597.0,414.0,182.0,10964.0,2560.0,41256.0,35281.0,5974.0,5551.0,2550.0,46816.0,46816.0,6.0,4929.0,1622.0,962.0,303.0,278.0,1763.0,1290.0,1068.0,222.0,4827.0,4171.0,656.0,18427.0,10248.0,5610.0,446.0,2123.0,6.0,1537.0,1068.0,470.0,28243.0
1381,Zuid-Holland,"Wages and salaries, total",1997,2207.0,34860.0,30026.0,4834.0,4786.0,2300.0,39552.0,39552.0,6.0,3893.0,1181.0,750.0,245.0,206.0,1512.0,1150.0,952.0,198.0,3656.0,3143.0,512.0,15541.0,8710.0,4768.0,275.0,1789.0,6.0,1368.0,952.0,417.0,24030.0,1050.0,16594.0,14293.0,2301.0,2278.0,1095.0,18828.0,18828.0,3.0,1853.0,562.0,357.0,117.0,98.0,720.0,547.0,453.0,94.0,1740.0,1496.0,244.0,7398.0,4146.0,2270.0,131.0,852.0,3.0,651.0,453.0,198.0,11439.0,2705.0,42723.0,36799.0,5924.0,5865.0,2819.0,48474.0,48474.0,8.0,4771.0,1447.0,919.0,300.0,252.0,1853.0,1409.0,1166.0,243.0,4480.0,3852.0,628.0,19047.0,10674.0,5843.0,337.0,2192.0,8.0,1677.0,1166.0,510.0,29450.0
1382,Zuid-Holland,"Wages and salaries, total",1998,2290.0,37407.0,30348.0,7059.0,5144.0,2447.0,42394.0,42394.0,6.0,4078.0,1316.0,752.0,242.0,204.0,1564.0,1297.0,1040.0,257.0,3875.0,3309.0,566.0,16658.0,9364.0,5260.0,199.0,1835.0,6.0,1463.0,1040.0,424.0,25772.0,1092.0,17833.0,14468.0,3365.0,2452.0,1167.0,20211.0,20211.0,3.0,1944.0,628.0,359.0,115.0,97.0,746.0,618.0,496.0,122.0,1847.0,1577.0,270.0,7942.0,4464.0,2508.0,95.0,875.0,3.0,698.0,496.0,202.0,12287.0,2719.0,44402.0,36023.0,8379.0,6106.0,2905.0,50322.0,50322.0,7.0,4840.0,1563.0,893.0,287.0,242.0,1857.0,1539.0,1234.0,305.0,4599.0,3928.0,671.0,19774.0,11115.0,6244.0,236.0,2179.0,7.0,1737.0,1234.0,503.0,30592.0
1383,Zuid-Holland,"Wages and salaries, total",1999,2403.0,39627.0,32131.0,7495.0,5618.0,2977.0,44670.0,44670.0,7.0,4325.0,1351.0,744.0,287.0,216.0,1726.0,1459.0,1160.0,299.0,5182.0,4538.0,643.0,18007.0,10345.0,5449.0,222.0,1992.0,7.0,1601.0,1160.0,441.0,25662.0,1118.0,18439.0,14951.0,3488.0,2614.0,1385.0,20786.0,20786.0,3.0,2012.0,629.0,346.0,133.0,101.0,803.0,679.0,540.0,139.0,2411.0,2112.0,299.0,8379.0,4814.0,2535.0,103.0,927.0,3.0,745.0,540.0,205.0,11941.0,2806.0,46274.0,37521.0,8753.0,6560.0,3476.0,52163.0,52163.0,8.0,5050.0,1578.0,869.0,335.0,253.0,2016.0,1703.0,1354.0,349.0,6051.0,5300.0,751.0,21028.0,12080.0,6363.0,259.0,2326.0,8.0,1870.0,1354.0,516.0,29967.0
1384,Zuid-Holland,"Wages and salaries, total",2000,2461.0,42508.0,34424.0,8084.0,5699.0,3474.0,47195.0,47195.0,7.0,4268.0,1258.0,764.0,320.0,224.0,1702.0,1612.0,1256.0,355.0,5472.0,4775.0,697.0,19164.0,11057.0,5890.0,233.0,1983.0,7.0,1730.0,1256.0,473.0,26709.0,1135.0,19607.0,15879.0,3729.0,2629.0,1602.0,21769.0,21769.0,3.0,1969.0,580.0,352.0,148.0,103.0,785.0,743.0,579.0,164.0,2524.0,2203.0,321.0,8840.0,5100.0,2717.0,108.0,915.0,3.0,798.0,579.0,218.0,12320.0,2840.0,49053.0,39724.0,9329.0,6577.0,4009.0,54461.0,54461.0,8.0,4925.0,1452.0,882.0,369.0,258.0,1964.0,1860.0,1450.0,410.0,6314.0,5510.0,804.0,22114.0,12760.0,6797.0,269.0,2288.0,8.0,1996.0,1450.0,546.0,30821.0
1385,Zuid-Holland,"Wages and salaries, total",2001,2548.0,46064.0,36823.0,9242.0,6401.0,3577.0,51436.0,51436.0,7.0,4550.0,1323.0,803.0,370.0,235.0,1819.0,1618.0,1371.0,247.0,5559.0,4904.0,654.0,19861.0,10542.0,6966.0,249.0,2104.0,7.0,1937.0,1371.0,565.0,30248.0,1163.0,21034.0,16814.0,4220.0,2923.0,1633.0,23486.0,23486.0,3.0,2078.0,604.0,367.0,169.0,107.0,831.0,739.0,626.0,113.0,2538.0,2239.0,299.0,9069.0,4814.0,3181.0,114.0,961.0,3.0,884.0,626.0,258.0,13812.0,2903.0,52492.0,41960.0,10531.0,7294.0,4076.0,58613.0,58613.0,8.0,5185.0,1508.0,915.0,421.0,267.0,2073.0,1844.0,1563.0,282.0,6334.0,5589.0,745.0,22632.0,12013.0,7937.0,284.0,2398.0,8.0,2207.0,1563.0,644.0,34469.0
1386,Zuid-Holland,"Wages and salaries, single person",1995,171.0,4648.0,4007.0,641.0,542.0,210.0,5151.0,5151.0,0.0,357.0,117.0,68.0,6.0,27.0,138.0,223.0,201.0,22.0,521.0,455.0,65.0,2075.0,1274.0,547.0,59.0,195.0,0.0,256.0,201.0,55.0,2878.0,908.0,24655.0,21256.0,3400.0,2875.0,1114.0,27324.0,27324.0,0.0,1892.0,620.0,360.0,33.0,146.0,733.0,1181.0,1064.0,117.0,2762.0,2414.0,347.0,11010.0,6757.0,2904.0,314.0,1036.0,0.0,1356.0,1064.0,292.0,15269.0,908.0,24655.0,21256.0,3400.0,2875.0,1114.0,27324.0,27324.0,0.0,1892.0,620.0,360.0,33.0,146.0,733.0,1181.0,1064.0,117.0,2762.0,2414.0,347.0,11010.0,6757.0,2904.0,314.0,1036.0,0.0,1356.0,1064.0,292.0,15269.0
1387,Zuid-Holland,"Wages and salaries, single person",1996,183.0,5094.0,4397.0,697.0,651.0,215.0,5714.0,5714.0,0.0,389.0,113.0,72.0,19.0,32.0,153.0,252.0,220.0,33.0,530.0,447.0,83.0,2285.0,1354.0,681.0,60.0,191.0,0.0,268.0,220.0,48.0,3272.0,891.0,24749.0,21363.0,3386.0,3164.0,1044.0,27761.0,27761.0,1.0,1888.0,550.0,352.0,92.0,153.0,742.0,1226.0,1068.0,158.0,2574.0,2172.0,402.0,11104.0,6578.0,3307.0,290.0,930.0,1.0,1301.0,1068.0,233.0,15896.0,891.0,24749.0,21363.0,3386.0,3164.0,1044.0,27761.0,27761.0,1.0,1888.0,550.0,352.0,92.0,153.0,742.0,1226.0,1068.0,158.0,2574.0,2172.0,402.0,11104.0,6578.0,3307.0,290.0,930.0,1.0,1301.0,1068.0,233.0,15896.0
1388,Zuid-Holland,"Wages and salaries, single person",1997,194.0,5257.0,4595.0,661.0,669.0,247.0,5872.0,5872.0,0.0,354.0,96.0,65.0,13.0,28.0,151.0,279.0,242.0,36.0,488.0,410.0,78.0,2332.0,1405.0,707.0,40.0,180.0,0.0,300.0,242.0,58.0,3385.0,931.0,25290.0,22107.0,3182.0,3219.0,1188.0,28253.0,28253.0,1.0,1704.0,464.0,313.0,64.0,136.0,728.0,1340.0,1166.0,174.0,2347.0,1971.0,376.0,11221.0,6759.0,3403.0,193.0,865.0,1.0,1443.0,1166.0,277.0,16287.0,931.0,25290.0,22107.0,3182.0,3219.0,1188.0,28253.0,28253.0,1.0,1704.0,464.0,313.0,64.0,136.0,728.0,1340.0,1166.0,174.0,2347.0,1971.0,376.0,11221.0,6759.0,3403.0,193.0,865.0,1.0,1443.0,1166.0,277.0,16287.0
1389,Zuid-Holland,"Wages and salaries, single person",1998,224.0,6387.0,5239.0,1149.0,829.0,282.0,7158.0,7158.0,0.0,431.0,125.0,79.0,21.0,31.0,174.0,339.0,291.0,47.0,595.0,501.0,94.0,2849.0,1729.0,883.0,29.0,208.0,0.0,350.0,291.0,59.0,4132.0,947.0,27054.0,22189.0,4865.0,3510.0,1193.0,30318.0,30318.0,1.0,1824.0,527.0,335.0,90.0,133.0,739.0,1435.0,1234.0,200.0,2522.0,2123.0,399.0,12069.0,7324.0,3741.0,124.0,880.0,1.0,1484.0,1234.0,250.0,17502.0,947.0,27054.0,22189.0,4865.0,3510.0,1193.0,30318.0,30318.0,1.0,1824.0,527.0,335.0,90.0,133.0,739.0,1435.0,1234.0,200.0,2522.0,2123.0,399.0,12069.0,7324.0,3741.0,124.0,880.0,1.0,1484.0,1234.0,250.0,17502.0
1390,Zuid-Holland,"Wages and salaries, single person",1999,252.0,7059.0,5800.0,1259.0,1014.0,374.0,7951.0,7951.0,0.0,458.0,135.0,67.0,27.0,35.0,193.0,390.0,337.0,53.0,716.0,606.0,110.0,3193.0,1974.0,949.0,36.0,234.0,0.0,396.0,337.0,59.0,4494.0,1012.0,28381.0,23319.0,5061.0,4076.0,1504.0,31965.0,31965.0,1.0,1841.0,543.0,271.0,108.0,141.0,778.0,1568.0,1354.0,213.0,2877.0,2435.0,443.0,12838.0,7936.0,3816.0,145.0,941.0,1.0,1593.0,1354.0,238.0,18066.0,1012.0,28381.0,23319.0,5061.0,4076.0,1504.0,31965.0,31965.0,1.0,1841.0,543.0,271.0,108.0,141.0,778.0,1568.0,1354.0,213.0,2877.0,2435.0,443.0,12838.0,7936.0,3816.0,145.0,941.0,1.0,1593.0,1354.0,238.0,18066.0
1391,Zuid-Holland,"Wages and salaries, single person",2000,259.0,7730.0,6337.0,1394.0,974.0,483.0,8480.0,8480.0,0.0,421.0,105.0,69.0,25.0,38.0,184.0,438.0,369.0,69.0,756.0,633.0,124.0,3458.0,2148.0,1044.0,38.0,228.0,0.0,439.0,369.0,70.0,4686.0,1018.0,30363.0,24889.0,5474.0,3828.0,1899.0,33310.0,33310.0,1.0,1654.0,412.0,272.0,97.0,150.0,722.0,1719.0,1450.0,269.0,2971.0,2485.0,486.0,13581.0,8438.0,4099.0,148.0,896.0,1.0,1725.0,1450.0,275.0,18406.0,1018.0,30363.0,24889.0,5474.0,3828.0,1899.0,33310.0,33310.0,1.0,1654.0,412.0,272.0,97.0,150.0,722.0,1719.0,1450.0,269.0,2971.0,2485.0,486.0,13581.0,8438.0,4099.0,148.0,896.0,1.0,1725.0,1450.0,275.0,18406.0
1392,Zuid-Holland,"Wages and salaries, single person",2001,297.0,8117.0,6605.0,1512.0,1242.0,529.0,9127.0,9127.0,1.0,461.0,132.0,70.0,23.0,40.0,196.0,419.0,393.0,27.0,788.0,671.0,117.0,3362.0,1957.0,1125.0,43.0,238.0,1.0,478.0,393.0,85.0,5379.0,1181.0,32309.0,26290.0,6019.0,4943.0,2106.0,36328.0,36328.0,2.0,1836.0,524.0,277.0,92.0,161.0,782.0,1670.0,1563.0,107.0,3137.0,2670.0,467.0,13384.0,7790.0,4478.0,170.0,946.0,2.0,1902.0,1563.0,339.0,21411.0,1181.0,32309.0,26290.0,6019.0,4943.0,2106.0,36328.0,36328.0,2.0,1836.0,524.0,277.0,92.0,161.0,782.0,1670.0,1563.0,107.0,3137.0,2670.0,467.0,13384.0,7790.0,4478.0,170.0,946.0,2.0,1902.0,1563.0,339.0,21411.0
1393,Zuid-Holland,"Wages, multi persons without children",1995,856.0,15117.0,12832.0,2285.0,2134.0,886.0,17220.0,17220.0,1.0,1881.0,826.0,155.0,134.0,114.0,652.0,384.0,328.0,56.0,1964.0,1753.0,211.0,7150.0,3978.0,2234.0,160.0,778.0,1.0,458.0,328.0,130.0,9914.0,1186.0,20954.0,17786.0,3168.0,2957.0,1228.0,23869.0,23869.0,1.0,2607.0,1145.0,214.0,186.0,158.0,903.0,532.0,455.0,77.0,2722.0,2430.0,292.0,9910.0,5513.0,3097.0,222.0,1078.0,1.0,635.0,455.0,180.0,13742.0,2773.0,49003.0,41595.0,7408.0,6916.0,2872.0,55821.0,55821.0,2.0,6097.0,2678.0,501.0,435.0,369.0,2113.0,1245.0,1064.0,181.0,6365.0,5682.0,683.0,23176.0,12893.0,7242.0,520.0,2521.0,2.0,1485.0,1064.0,420.0,32137.0
1394,Zuid-Holland,"Wages, multi persons without children",1996,848.0,15143.0,12919.0,2224.0,2108.0,876.0,17223.0,17223.0,3.0,1901.0,789.0,126.0,190.0,109.0,686.0,395.0,327.0,68.0,1822.0,1589.0,233.0,6950.0,3899.0,2102.0,151.0,797.0,3.0,456.0,327.0,129.0,10291.0,1198.0,21403.0,18260.0,3144.0,2979.0,1238.0,24343.0,24343.0,4.0,2686.0,1115.0,178.0,269.0,154.0,970.0,559.0,462.0,97.0,2575.0,2245.0,330.0,9823.0,5512.0,2972.0,213.0,1127.0,4.0,644.0,462.0,182.0,14546.0,2766.0,49409.0,42152.0,7257.0,6878.0,2858.0,56194.0,56194.0,9.0,6201.0,2575.0,412.0,620.0,355.0,2240.0,1290.0,1068.0,223.0,5945.0,5184.0,761.0,22676.0,12723.0,6860.0,492.0,2602.0,9.0,1487.0,1068.0,420.0,33578.0
1395,Zuid-Holland,"Wages, multi persons without children",1997,880.0,15968.0,13720.0,2249.0,2249.0,985.0,18112.0,18112.0,3.0,1855.0,718.0,114.0,193.0,99.0,731.0,439.0,363.0,76.0,1719.0,1491.0,228.0,7300.0,4113.0,2223.0,121.0,843.0,3.0,504.0,363.0,141.0,10884.0,1227.0,22259.0,19125.0,3135.0,3135.0,1373.0,25248.0,25248.0,5.0,2586.0,1001.0,159.0,269.0,138.0,1019.0,612.0,506.0,105.0,2396.0,2079.0,317.0,10175.0,5733.0,3098.0,168.0,1175.0,5.0,702.0,506.0,196.0,15172.0,2826.0,51275.0,44055.0,7221.0,7221.0,3163.0,58159.0,58159.0,11.0,5958.0,2306.0,366.0,621.0,319.0,2346.0,1409.0,1166.0,243.0,5520.0,4789.0,731.0,23439.0,13207.0,7137.0,388.0,2707.0,11.0,1618.0,1166.0,451.0,34949.0
1396,Zuid-Holland,"Wages, multi persons without children",1998,943.0,16982.0,13732.0,3249.0,2451.0,1076.0,19299.0,19299.0,4.0,1940.0,783.0,113.0,186.0,93.0,765.0,479.0,386.0,93.0,1819.0,1565.0,254.0,7749.0,4360.0,2435.0,88.0,867.0,4.0,528.0,386.0,142.0,11623.0,1366.0,24586.0,19882.0,4704.0,3548.0,1558.0,27941.0,27941.0,6.0,2809.0,1134.0,164.0,270.0,134.0,1107.0,694.0,559.0,135.0,2633.0,2265.0,368.0,11220.0,6313.0,3525.0,127.0,1255.0,6.0,764.0,559.0,205.0,16828.0,3017.0,54312.0,43920.0,10392.0,7838.0,3443.0,61724.0,61724.0,13.0,6205.0,2504.0,363.0,596.0,296.0,2446.0,1533.0,1234.0,299.0,5817.0,5004.0,813.0,24785.0,13945.0,7787.0,280.0,2772.0,13.0,1688.0,1234.0,453.0,37173.0
1397,Zuid-Holland,"Wages, multi persons without children",1999,964.0,17515.0,14128.0,3387.0,2525.0,1248.0,19756.0,19756.0,4.0,2042.0,787.0,118.0,214.0,97.0,826.0,522.0,421.0,101.0,2290.0,1960.0,330.0,8216.0,4732.0,2458.0,98.0,927.0,4.0,564.0,421.0,143.0,11250.0,1377.0,25002.0,20167.0,4835.0,3604.0,1782.0,28201.0,28201.0,6.0,2914.0,1124.0,168.0,305.0,138.0,1179.0,745.0,600.0,145.0,3269.0,2798.0,471.0,11727.0,6755.0,3509.0,140.0,1324.0,6.0,805.0,600.0,204.0,16059.0,3106.0,56404.0,45497.0,10907.0,8130.0,4020.0,63620.0,63620.0,14.0,6574.0,2535.0,379.0,688.0,312.0,2661.0,1680.0,1354.0,326.0,7375.0,6313.0,1063.0,26457.0,15239.0,7916.0,316.0,2986.0,14.0,1815.0,1354.0,461.0,36228.0
1398,Zuid-Holland,"Wages, multi persons without children",2000,978.0,18325.0,14769.0,3556.0,2576.0,1405.0,20474.0,20474.0,4.0,2020.0,743.0,120.0,247.0,96.0,813.0,564.0,445.0,119.0,2387.0,2050.0,337.0,8539.0,4951.0,2590.0,99.0,899.0,4.0,596.0,445.0,150.0,11537.0,1409.0,26389.0,21269.0,5120.0,3710.0,2024.0,29484.0,29484.0,6.0,2909.0,1070.0,173.0,356.0,139.0,1171.0,813.0,641.0,171.0,3437.0,2952.0,486.0,12297.0,7130.0,3729.0,142.0,1295.0,6.0,858.0,641.0,217.0,16614.0,3183.0,59642.0,48069.0,11573.0,8386.0,4573.0,66637.0,66637.0,14.0,6575.0,2419.0,392.0,804.0,314.0,2647.0,1837.0,1450.0,387.0,7769.0,6671.0,1097.0,27792.0,16115.0,8428.0,321.0,2927.0,14.0,1939.0,1450.0,489.0,37550.0
1399,Zuid-Holland,"Wages, multi persons without children",2001,1002.0,20353.0,16212.0,4141.0,2846.0,1453.0,22748.0,22748.0,4.0,2218.0,791.0,147.0,292.0,104.0,883.0,597.0,507.0,91.0,2443.0,2122.0,321.0,8967.0,4788.0,3094.0,109.0,976.0,4.0,698.0,507.0,191.0,13455.0,1376.0,27965.0,22276.0,5689.0,3911.0,1997.0,31255.0,31255.0,5.0,3047.0,1088.0,202.0,401.0,143.0,1213.0,821.0,696.0,124.0,3356.0,2915.0,441.0,12321.0,6579.0,4251.0,149.0,1341.0,5.0,959.0,696.0,263.0,18487.0,3090.0,62777.0,50005.0,12772.0,8779.0,4483.0,70163.0,70163.0,12.0,6841.0,2441.0,453.0,901.0,322.0,2724.0,1842.0,1563.0,279.0,7534.0,6544.0,990.0,27659.0,14770.0,9544.0,335.0,3010.0,12.0,2152.0,1563.0,590.0,41501.0
1400,Zuid-Holland,"Wages, multi persons with children",1995,991.0,12910.0,10930.0,1980.0,1719.0,969.0,14651.0,14651.0,0.0,1536.0,410.0,568.0,2.0,79.0,476.0,376.0,311.0,65.0,1599.0,1415.0,184.0,5841.0,3062.0,1908.0,158.0,714.0,0.0,498.0,311.0,186.0,8625.0,860.0,11202.0,9485.0,1718.0,1491.0,840.0,12713.0,12713.0,0.0,1333.0,356.0,493.0,2.0,68.0,413.0,326.0,270.0,56.0,1387.0,1228.0,159.0,5069.0,2657.0,1655.0,137.0,619.0,0.0,432.0,270.0,162.0,7484.0,3387.0,44130.0,37363.0,6767.0,5875.0,3311.0,50081.0,50081.0,2.0,5250.0,1402.0,1943.0,8.0,270.0,1628.0,1286.0,1064.0,222.0,5466.0,4838.0,628.0,19967.0,10468.0,6521.0,540.0,2439.0,2.0,1702.0,1064.0,637.0,29482.0
1401,Zuid-Holland,"Wages, multi persons with children",1996,1041.0,13152.0,11238.0,1914.0,1733.0,973.0,14953.0,14953.0,2.0,1700.0,411.0,580.0,37.0,85.0,588.0,396.0,317.0,79.0,1555.0,1340.0,215.0,5678.0,3041.0,1758.0,151.0,729.0,2.0,520.0,317.0,203.0,9295.0,888.0,11227.0,9593.0,1634.0,1480.0,831.0,12764.0,12764.0,1.0,1451.0,351.0,495.0,31.0,72.0,502.0,338.0,271.0,67.0,1327.0,1144.0,184.0,4847.0,2596.0,1500.0,129.0,622.0,1.0,444.0,271.0,174.0,7935.0,3504.0,44280.0,37836.0,6444.0,5835.0,3277.0,50342.0,50342.0,6.0,5724.0,1383.0,1954.0,123.0,286.0,1978.0,1334.0,1068.0,266.0,5235.0,4510.0,725.0,19117.0,10237.0,5917.0,508.0,2455.0,6.0,1752.0,1068.0,685.0,31295.0
1402,Zuid-Holland,"Wages, multi persons with children",1997,1133.0,13635.0,11711.0,1924.0,1868.0,1068.0,15568.0,15568.0,3.0,1683.0,366.0,571.0,38.0,78.0,630.0,432.0,346.0,86.0,1449.0,1243.0,206.0,5909.0,3192.0,1838.0,114.0,766.0,3.0,565.0,346.0,218.0,9761.0,964.0,11599.0,9963.0,1636.0,1589.0,909.0,13244.0,13244.0,2.0,1432.0,311.0,486.0,33.0,66.0,536.0,368.0,294.0,73.0,1233.0,1057.0,176.0,5027.0,2715.0,1563.0,97.0,652.0,2.0,480.0,294.0,186.0,8304.0,3819.0,45959.0,39476.0,6484.0,6297.0,3601.0,52475.0,52475.0,9.0,5673.0,1234.0,1925.0,130.0,263.0,2123.0,1457.0,1166.0,291.0,4884.0,4188.0,696.0,19918.0,10758.0,6194.0,384.0,2582.0,9.0,1903.0,1166.0,736.0,32901.0
